"distribution","p","n","estimator","efficiency"
"Pareto(loc=1, shape=0.5)",0.72,5,"hd",1.99292006445413e-05
"Pareto(loc=1, shape=2)",0.72,5,"hd",0.167930736857455
"LogNormal(mlog=0, sdlog=1)",0.72,5,"hd",0.362680119554182
"LogNormal(mlog=0, sdlog=2)",0.72,5,"hd",0.073992130517416
"LogNormal(mlog=0, sdlog=3)",0.72,5,"hd",0.00502767372141195
"Weibull(shape=0.3)",0.72,5,"hd",0.0787848787662239
"Weibull(shape=0.5)",0.72,5,"hd",0.303938417434611
"Frechet(shape=1)",0.72,5,"hd",0.0139768517717538
"Frechet(shape=3)",0.72,5,"hd",0.338714091708153
"Uniform(a=0, b=1)",0.73,5,"hd",1.71109135453937
"Triangular(a=0, b=2, c=1)",0.73,5,"hd",1.40670842746354
"Triangular(a=0, b=2, c=0.2)",0.73,5,"hd",1.39929130440914
"Beta(a=2, b=4)",0.73,5,"hd",1.33257983654368
"Beta(a=2, b=10)",0.73,5,"hd",1.06285832982687
"Normal(m=0, sd=1)",0.73,5,"hd",1.24765054515364
"Weibull(scale=1, shape=2)",0.73,5,"hd",1.15125814326367
"Student(df=3)",0.73,5,"hd",0.629871613042392
"Gumbel(loc=0, scale=1)",0.73,5,"hd",0.88471344691456
"Exp(rate=1)",0.73,5,"hd",0.736621672444113
"Cauchy(x0=0, gamma=1)",0.73,5,"hd",0.017961134662403
"Pareto(loc=1, shape=0.5)",0.73,5,"hd",7.46687813703085e-06
"Pareto(loc=1, shape=2)",0.73,5,"hd",0.164581150515113
"LogNormal(mlog=0, sdlog=1)",0.73,5,"hd",0.372740679727694
"LogNormal(mlog=0, sdlog=2)",0.73,5,"hd",0.0687776474822721
"LogNormal(mlog=0, sdlog=3)",0.73,5,"hd",0.00898499398365878
"Weibull(shape=0.3)",0.73,5,"hd",0.0883012134865684
"Weibull(shape=0.5)",0.73,5,"hd",0.276986931182098
"Frechet(shape=1)",0.73,5,"hd",0.0102824951196634
"Frechet(shape=3)",0.73,5,"hd",0.326007364911818
"Uniform(a=0, b=1)",0.74,5,"hd",1.7569271616377
"Triangular(a=0, b=2, c=1)",0.74,5,"hd",1.45880080495199
"Triangular(a=0, b=2, c=0.2)",0.74,5,"hd",1.44838270091683
"Beta(a=2, b=4)",0.74,5,"hd",1.32685845473077
"Beta(a=2, b=10)",0.74,5,"hd",1.08774778459648
"Normal(m=0, sd=1)",0.74,5,"hd",1.30474006395506
"Weibull(scale=1, shape=2)",0.74,5,"hd",1.16401249079371
"Student(df=3)",0.74,5,"hd",0.623231156721962
"Gumbel(loc=0, scale=1)",0.74,5,"hd",0.905251557375048
"Exp(rate=1)",0.74,5,"hd",0.745677231408864
"Cauchy(x0=0, gamma=1)",0.74,5,"hd",0.0121837135741152
"Pareto(loc=1, shape=0.5)",0.74,5,"hd",1.03558447789831e-05
"Pareto(loc=1, shape=2)",0.74,5,"hd",0.155176454407916
"LogNormal(mlog=0, sdlog=1)",0.74,5,"hd",0.36932011895615
"LogNormal(mlog=0, sdlog=2)",0.74,5,"hd",0.0564500733568829
"LogNormal(mlog=0, sdlog=3)",0.74,5,"hd",0.00876524524207811
"Weibull(shape=0.3)",0.74,5,"hd",0.0795748584684656
"Weibull(shape=0.5)",0.74,5,"hd",0.26689571406765
"Frechet(shape=1)",0.74,5,"hd",0.0109282237829009
"Frechet(shape=3)",0.74,5,"hd",0.346884506403961
"Uniform(a=0, b=1)",0.75,5,"hd",1.77001753600928
"Triangular(a=0, b=2, c=1)",0.75,5,"hd",1.48060343624134
"Triangular(a=0, b=2, c=0.2)",0.75,5,"hd",1.50134810748969
"Beta(a=2, b=4)",0.75,5,"hd",1.37349507316791
"Beta(a=2, b=10)",0.75,5,"hd",1.09321003306933
"Normal(m=0, sd=1)",0.75,5,"hd",1.30170797321544
"Weibull(scale=1, shape=2)",0.75,5,"hd",1.16868530083935
"Student(df=3)",0.75,5,"hd",0.605824190629906
"Gumbel(loc=0, scale=1)",0.75,5,"hd",0.899158354375273
"Exp(rate=1)",0.75,5,"hd",0.751674685713007
"Cauchy(x0=0, gamma=1)",0.75,5,"hd",0.00804161634140086
"Pareto(loc=1, shape=0.5)",0.75,5,"hd",1.34409883798577e-05
"Pareto(loc=1, shape=2)",0.75,5,"hd",0.162073495139691
"LogNormal(mlog=0, sdlog=1)",0.75,5,"hd",0.364539608788395
"LogNormal(mlog=0, sdlog=2)",0.75,5,"hd",0.0618068695845466
"LogNormal(mlog=0, sdlog=3)",0.75,5,"hd",0.00918361691239438
"Weibull(shape=0.3)",0.75,5,"hd",0.0786659618588169
"Weibull(shape=0.5)",0.75,5,"hd",0.277862122249755
"Frechet(shape=1)",0.75,5,"hd",0.0126750186381664
"Frechet(shape=3)",0.75,5,"hd",0.325767008456326
"Uniform(a=0, b=1)",0.76,5,"hd",1.73576803944937
"Triangular(a=0, b=2, c=1)",0.76,5,"hd",1.42418290166527
"Triangular(a=0, b=2, c=0.2)",0.76,5,"hd",1.43558502555427
"Beta(a=2, b=4)",0.76,5,"hd",1.30489291402338
"Beta(a=2, b=10)",0.76,5,"hd",1.07839747544419
"Normal(m=0, sd=1)",0.76,5,"hd",1.25183713010257
"Weibull(scale=1, shape=2)",0.76,5,"hd",1.12844773976394
"Student(df=3)",0.76,5,"hd",0.585351460646114
"Gumbel(loc=0, scale=1)",0.76,5,"hd",0.856087059031583
"Exp(rate=1)",0.76,5,"hd",0.712006953683026
"Cauchy(x0=0, gamma=1)",0.76,5,"hd",0.0333609249415987
"Pareto(loc=1, shape=0.5)",0.76,5,"hd",0.00706681232997849
"Pareto(loc=1, shape=2)",0.76,5,"hd",0.156418905490462
"LogNormal(mlog=0, sdlog=1)",0.76,5,"hd",0.340773818180281
"LogNormal(mlog=0, sdlog=2)",0.76,5,"hd",0.0661628603600775
"LogNormal(mlog=0, sdlog=3)",0.76,5,"hd",0.0221084159215429
"Weibull(shape=0.3)",0.76,5,"hd",0.0744835952487388
"Weibull(shape=0.5)",0.76,5,"hd",0.284505154140408
"Frechet(shape=1)",0.76,5,"hd",0.0223860322703074
"Frechet(shape=3)",0.76,5,"hd",0.338542615151238
"Uniform(a=0, b=1)",0.77,5,"hd",1.73226674412826
"Triangular(a=0, b=2, c=1)",0.77,5,"hd",1.4181594795231
"Triangular(a=0, b=2, c=0.2)",0.77,5,"hd",1.44018826104245
"Beta(a=2, b=4)",0.77,5,"hd",1.27822733410838
"Beta(a=2, b=10)",0.77,5,"hd",1.01169762402846
"Normal(m=0, sd=1)",0.77,5,"hd",1.22752575498987
"Weibull(scale=1, shape=2)",0.77,5,"hd",1.0913898059078
"Student(df=3)",0.77,5,"hd",0.562175551466194
"Gumbel(loc=0, scale=1)",0.77,5,"hd",0.832760062697637
"Exp(rate=1)",0.77,5,"hd",0.704216407421208
"Cauchy(x0=0, gamma=1)",0.77,5,"hd",0.0497964680719231
"Pareto(loc=1, shape=0.5)",0.77,5,"hd",0.0284679267303971
"Pareto(loc=1, shape=2)",0.77,5,"hd",0.187627328564223
"LogNormal(mlog=0, sdlog=1)",0.77,5,"hd",0.324932044989177
"LogNormal(mlog=0, sdlog=2)",0.77,5,"hd",0.103004806463558
"LogNormal(mlog=0, sdlog=3)",0.77,5,"hd",0.0434811141739447
"Weibull(shape=0.3)",0.77,5,"hd",0.100373160851911
"Weibull(shape=0.5)",0.77,5,"hd",0.287792529954623
"Frechet(shape=1)",0.77,5,"hd",0.040968141220879
"Frechet(shape=3)",0.77,5,"hd",0.344773966796651
"Uniform(a=0, b=1)",0.78,5,"hd",1.71327176959988
"Triangular(a=0, b=2, c=1)",0.78,5,"hd",1.39282482924793
"Triangular(a=0, b=2, c=0.2)",0.78,5,"hd",1.36066694763579
"Beta(a=2, b=4)",0.78,5,"hd",1.2208032854101
"Beta(a=2, b=10)",0.78,5,"hd",0.979053534950547
"Normal(m=0, sd=1)",0.78,5,"hd",1.18091940185835
"Weibull(scale=1, shape=2)",0.78,5,"hd",1.1158141251521
"Student(df=3)",0.78,5,"hd",0.544182792841318
"Gumbel(loc=0, scale=1)",0.78,5,"hd",0.800830008995822
"Exp(rate=1)",0.78,5,"hd",0.675154214492591
"Cauchy(x0=0, gamma=1)",0.78,5,"hd",0.074208545946574
"Pareto(loc=1, shape=0.5)",0.78,5,"hd",0.0515292756494381
"Pareto(loc=1, shape=2)",0.78,5,"hd",0.202570343372219
"LogNormal(mlog=0, sdlog=1)",0.78,5,"hd",0.336150900174698
"LogNormal(mlog=0, sdlog=2)",0.78,5,"hd",0.113011466005675
"LogNormal(mlog=0, sdlog=3)",0.78,5,"hd",0.0764336803737906
"Weibull(shape=0.3)",0.78,5,"hd",0.128420977763377
"Weibull(shape=0.5)",0.78,5,"hd",0.286904529593171
"Frechet(shape=1)",0.78,5,"hd",0.0693795756309511
"Frechet(shape=3)",0.78,5,"hd",0.306746029203342
"Uniform(a=0, b=1)",0.79,5,"hd",1.65098178864122
"Triangular(a=0, b=2, c=1)",0.79,5,"hd",1.34055968545338
"Triangular(a=0, b=2, c=0.2)",0.79,5,"hd",1.33578242913964
"Beta(a=2, b=4)",0.79,5,"hd",1.20244798438871
"Beta(a=2, b=10)",0.79,5,"hd",0.971833530912485
"Normal(m=0, sd=1)",0.79,5,"hd",1.152582897167
"Weibull(scale=1, shape=2)",0.79,5,"hd",1.04145323081534
"Student(df=3)",0.79,5,"hd",0.533811543000182
"Gumbel(loc=0, scale=1)",0.79,5,"hd",0.817568229416722
"Exp(rate=1)",0.79,5,"hd",0.666866454278888
"Cauchy(x0=0, gamma=1)",0.79,5,"hd",0.117488285326211
"Pareto(loc=1, shape=0.5)",0.79,5,"hd",0.0835511928909088
"Pareto(loc=1, shape=2)",0.79,5,"hd",0.236276882388644
"LogNormal(mlog=0, sdlog=1)",0.79,5,"hd",0.37908697821543
"LogNormal(mlog=0, sdlog=2)",0.79,5,"hd",0.150695809309853
"LogNormal(mlog=0, sdlog=3)",0.79,5,"hd",0.0961940656898284
"Weibull(shape=0.3)",0.79,5,"hd",0.164562257726706
"Weibull(shape=0.5)",0.79,5,"hd",0.293259642549645
"Frechet(shape=1)",0.79,5,"hd",0.100213840213365
"Frechet(shape=3)",0.79,5,"hd",0.332743825299329
"Uniform(a=0, b=1)",0.8,5,"hd",1.64568153936527
"Triangular(a=0, b=2, c=1)",0.8,5,"hd",1.28293896475939
"Triangular(a=0, b=2, c=0.2)",0.8,5,"hd",1.30957662665986
"Beta(a=2, b=4)",0.8,5,"hd",1.16194513547737
"Beta(a=2, b=10)",0.8,5,"hd",0.968064038357571
"Normal(m=0, sd=1)",0.8,5,"hd",1.12332044732622
"Weibull(scale=1, shape=2)",0.8,5,"hd",1.01084704137931
"Student(df=3)",0.8,5,"hd",0.539114968418043
"Gumbel(loc=0, scale=1)",0.8,5,"hd",0.793905656315958
"Exp(rate=1)",0.8,5,"hd",0.676443143490019
"Cauchy(x0=0, gamma=1)",0.8,5,"hd",0.127277881377468
"Pareto(loc=1, shape=0.5)",0.8,5,"hd",0.130874838990069
"Pareto(loc=1, shape=2)",0.8,5,"hd",0.263603365655545
"LogNormal(mlog=0, sdlog=1)",0.8,5,"hd",0.363484234336481
"LogNormal(mlog=0, sdlog=2)",0.8,5,"hd",0.202297897861943
"LogNormal(mlog=0, sdlog=3)",0.8,5,"hd",0.132434330873016
"Weibull(shape=0.3)",0.8,5,"hd",0.214607729173841
"Weibull(shape=0.5)",0.8,5,"hd",0.316626983777975
"Frechet(shape=1)",0.8,5,"hd",0.140901646099352
"Frechet(shape=3)",0.8,5,"hd",0.382399705082435
"Uniform(a=0, b=1)",0.81,5,"hd",1.62017288769563
"Triangular(a=0, b=2, c=1)",0.81,5,"hd",1.2714848470641
"Triangular(a=0, b=2, c=0.2)",0.81,5,"hd",1.27199505680573
"Beta(a=2, b=4)",0.81,5,"hd",1.17498468045316
"Beta(a=2, b=10)",0.81,5,"hd",0.935711861213781
"Normal(m=0, sd=1)",0.81,5,"hd",1.11201555958199
"Weibull(scale=1, shape=2)",0.81,5,"hd",1.00044991376985
"Student(df=3)",0.81,5,"hd",0.53112470881734
"Gumbel(loc=0, scale=1)",0.81,5,"hd",0.782767394401547
"Exp(rate=1)",0.81,5,"hd",0.666233807230337
"Cauchy(x0=0, gamma=1)",0.81,5,"hd",0.168337435304873
"Pareto(loc=1, shape=0.5)",0.81,5,"hd",0.155041615973681
"Pareto(loc=1, shape=2)",0.81,5,"hd",0.242454145325751
"LogNormal(mlog=0, sdlog=1)",0.81,5,"hd",0.396807893576257
"LogNormal(mlog=0, sdlog=2)",0.81,5,"hd",0.210233038432161
"LogNormal(mlog=0, sdlog=3)",0.81,5,"hd",0.160474932462051
"Weibull(shape=0.3)",0.81,5,"hd",0.227068903178229
"Weibull(shape=0.5)",0.81,5,"hd",0.348878170775952
"Frechet(shape=1)",0.81,5,"hd",0.190901307085676
"Frechet(shape=3)",0.81,5,"hd",0.388252950633419
"Uniform(a=0, b=1)",0.82,5,"hd",1.55266118584896
"Triangular(a=0, b=2, c=1)",0.82,5,"hd",1.26916488383412
"Triangular(a=0, b=2, c=0.2)",0.82,5,"hd",1.25687786868122
"Beta(a=2, b=4)",0.82,5,"hd",1.13872240987551
"Beta(a=2, b=10)",0.82,5,"hd",0.920702096529122
"Normal(m=0, sd=1)",0.82,5,"hd",1.08610597103093
"Weibull(scale=1, shape=2)",0.82,5,"hd",0.98061711063864
"Student(df=3)",0.82,5,"hd",0.542371947129831
"Gumbel(loc=0, scale=1)",0.82,5,"hd",0.764641178774943
"Exp(rate=1)",0.82,5,"hd",0.668480526761901
"Cauchy(x0=0, gamma=1)",0.82,5,"hd",0.207378568500437
"Pareto(loc=1, shape=0.5)",0.82,5,"hd",0.193492448912939
"Pareto(loc=1, shape=2)",0.82,5,"hd",0.314998916358984
"LogNormal(mlog=0, sdlog=1)",0.82,5,"hd",0.385991514488017
"LogNormal(mlog=0, sdlog=2)",0.82,5,"hd",0.261200095692258
"LogNormal(mlog=0, sdlog=3)",0.82,5,"hd",0.212132617393313
"Weibull(shape=0.3)",0.82,5,"hd",0.244721102624721
"Weibull(shape=0.5)",0.82,5,"hd",0.373156212100942
"Frechet(shape=1)",0.82,5,"hd",0.210751613577654
"Frechet(shape=3)",0.82,5,"hd",0.384637892159106
"Uniform(a=0, b=1)",0.83,5,"hd",1.52228439700784
"Triangular(a=0, b=2, c=1)",0.83,5,"hd",1.27331386396991
"Triangular(a=0, b=2, c=0.2)",0.83,5,"hd",1.25031369739409
"Beta(a=2, b=4)",0.83,5,"hd",1.126512639299
"Beta(a=2, b=10)",0.83,5,"hd",0.939475563630889
"Normal(m=0, sd=1)",0.83,5,"hd",1.08875064560952
"Weibull(scale=1, shape=2)",0.83,5,"hd",0.984601705820256
"Student(df=3)",0.83,5,"hd",0.546670471584824
"Gumbel(loc=0, scale=1)",0.83,5,"hd",0.776854077570462
"Exp(rate=1)",0.83,5,"hd",0.666004226235544
"Cauchy(x0=0, gamma=1)",0.83,5,"hd",0.277483975379629
"Pareto(loc=1, shape=0.5)",0.83,5,"hd",0.232787444014785
"Pareto(loc=1, shape=2)",0.83,5,"hd",0.319104767937802
"LogNormal(mlog=0, sdlog=1)",0.83,5,"hd",0.433641010147592
"LogNormal(mlog=0, sdlog=2)",0.83,5,"hd",0.285560792188692
"LogNormal(mlog=0, sdlog=3)",0.83,5,"hd",0.255547191257242
"Weibull(shape=0.3)",0.83,5,"hd",0.287662473239349
"Weibull(shape=0.5)",0.83,5,"hd",0.372129173484212
"Frechet(shape=1)",0.83,5,"hd",0.249260359408715
"Frechet(shape=3)",0.83,5,"hd",0.411752488744819
"Uniform(a=0, b=1)",0.84,5,"hd",1.52611800585215
"Triangular(a=0, b=2, c=1)",0.84,5,"hd",1.23976318369258
"Triangular(a=0, b=2, c=0.2)",0.84,5,"hd",1.22385369173393
"Beta(a=2, b=4)",0.84,5,"hd",1.11741838504332
"Beta(a=2, b=10)",0.84,5,"hd",0.911035590225
"Normal(m=0, sd=1)",0.84,5,"hd",1.06127907643666
"Weibull(scale=1, shape=2)",0.84,5,"hd",0.990418569485597
"Student(df=3)",0.84,5,"hd",0.568970128811003
"Gumbel(loc=0, scale=1)",0.84,5,"hd",0.771925414677108
"Exp(rate=1)",0.84,5,"hd",0.683209321549289
"Cauchy(x0=0, gamma=1)",0.84,5,"hd",0.299197417807786
"Pareto(loc=1, shape=0.5)",0.84,5,"hd",0.272347765777737
"Pareto(loc=1, shape=2)",0.84,5,"hd",0.344543474813471
"LogNormal(mlog=0, sdlog=1)",0.84,5,"hd",0.429137032038136
"LogNormal(mlog=0, sdlog=2)",0.84,5,"hd",0.333296638423053
"LogNormal(mlog=0, sdlog=3)",0.84,5,"hd",0.273289836415487
"Weibull(shape=0.3)",0.84,5,"hd",0.333874608474241
"Weibull(shape=0.5)",0.84,5,"hd",0.409625863458358
"Frechet(shape=1)",0.84,5,"hd",0.296866188358207
"Frechet(shape=3)",0.84,5,"hd",0.457375240676425
"Uniform(a=0, b=1)",0.85,5,"hd",1.47295054053482
"Triangular(a=0, b=2, c=1)",0.85,5,"hd",1.21908500695651
"Triangular(a=0, b=2, c=0.2)",0.85,5,"hd",1.20268033062916
"Beta(a=2, b=4)",0.85,5,"hd",1.11793994878291
"Beta(a=2, b=10)",0.85,5,"hd",0.939951202685823
"Normal(m=0, sd=1)",0.85,5,"hd",1.03139842378383
"Weibull(scale=1, shape=2)",0.85,5,"hd",0.977511446857746
"Student(df=3)",0.85,5,"hd",0.612582469162914
"Gumbel(loc=0, scale=1)",0.85,5,"hd",0.769479534936594
"Exp(rate=1)",0.85,5,"hd",0.71104265364475
"Cauchy(x0=0, gamma=1)",0.85,5,"hd",0.322046700122906
"Pareto(loc=1, shape=0.5)",0.85,5,"hd",0.311828426735733
"Pareto(loc=1, shape=2)",0.85,5,"hd",0.366834945298042
"LogNormal(mlog=0, sdlog=1)",0.85,5,"hd",0.473191362480178
"LogNormal(mlog=0, sdlog=2)",0.85,5,"hd",0.353629291859284
"LogNormal(mlog=0, sdlog=3)",0.85,5,"hd",0.316289401242886
"Weibull(shape=0.3)",0.85,5,"hd",0.338739992662791
"Weibull(shape=0.5)",0.85,5,"hd",0.418345247825922
"Frechet(shape=1)",0.85,5,"hd",0.318755024169744
"Frechet(shape=3)",0.85,5,"hd",0.456948362403728
"Uniform(a=0, b=1)",0.86,5,"hd",1.47386523082388
"Triangular(a=0, b=2, c=1)",0.86,5,"hd",1.23302279960308
"Triangular(a=0, b=2, c=0.2)",0.86,5,"hd",1.21974270718417
"Beta(a=2, b=4)",0.86,5,"hd",1.1259565899147
"Beta(a=2, b=10)",0.86,5,"hd",0.947709057971646
"Normal(m=0, sd=1)",0.86,5,"hd",1.03966858205251
"Weibull(scale=1, shape=2)",0.86,5,"hd",0.990494623515412
"Student(df=3)",0.86,5,"hd",0.61215700343155
"Gumbel(loc=0, scale=1)",0.86,5,"hd",0.806101618493151
"Exp(rate=1)",0.86,5,"hd",0.737546390392859
"Cauchy(x0=0, gamma=1)",0.86,5,"hd",0.375504649641288
"Pareto(loc=1, shape=0.5)",0.86,5,"hd",0.35149855484605
"Pareto(loc=1, shape=2)",0.86,5,"hd",0.402185691206702
"LogNormal(mlog=0, sdlog=1)",0.86,5,"hd",0.50409250864278
"LogNormal(mlog=0, sdlog=2)",0.86,5,"hd",0.377014575102214
"LogNormal(mlog=0, sdlog=3)",0.86,5,"hd",0.358976935932203
"Weibull(shape=0.3)",0.86,5,"hd",0.403164873592167
"Weibull(shape=0.5)",0.86,5,"hd",0.472292402688252
"Frechet(shape=1)",0.86,5,"hd",0.354195539258785
"Frechet(shape=3)",0.86,5,"hd",0.496953536971637
"Uniform(a=0, b=1)",0.87,5,"hd",1.417543556272
"Triangular(a=0, b=2, c=1)",0.87,5,"hd",1.19918965855008
"Triangular(a=0, b=2, c=0.2)",0.87,5,"hd",1.19609181058066
"Beta(a=2, b=4)",0.87,5,"hd",1.11332363160722
"Beta(a=2, b=10)",0.87,5,"hd",0.94574681295695
"Normal(m=0, sd=1)",0.87,5,"hd",1.05755042742159
"Weibull(scale=1, shape=2)",0.87,5,"hd",0.984310129102113
"Student(df=3)",0.87,5,"hd",0.634455987008376
"Gumbel(loc=0, scale=1)",0.87,5,"hd",0.834241641068842
"Exp(rate=1)",0.87,5,"hd",0.762985885880318
"Cauchy(x0=0, gamma=1)",0.87,5,"hd",0.400417279617247
"Pareto(loc=1, shape=0.5)",0.87,5,"hd",0.391381105316385
"Pareto(loc=1, shape=2)",0.87,5,"hd",0.430328894734482
"LogNormal(mlog=0, sdlog=1)",0.87,5,"hd",0.515095073171625
"LogNormal(mlog=0, sdlog=2)",0.87,5,"hd",0.41429472146008
"LogNormal(mlog=0, sdlog=3)",0.87,5,"hd",0.394476307995768
"Weibull(shape=0.3)",0.87,5,"hd",0.408978883934076
"Weibull(shape=0.5)",0.87,5,"hd",0.505908772084092
"Frechet(shape=1)",0.87,5,"hd",0.390197544960986
"Frechet(shape=3)",0.87,5,"hd",0.523203023256225
"Uniform(a=0, b=1)",0.88,5,"hd",1.38285559668326
"Triangular(a=0, b=2, c=1)",0.88,5,"hd",1.23258616887647
"Triangular(a=0, b=2, c=0.2)",0.88,5,"hd",1.18366681758127
"Beta(a=2, b=4)",0.88,5,"hd",1.10895872947172
"Beta(a=2, b=10)",0.88,5,"hd",0.97194358087594
"Normal(m=0, sd=1)",0.88,5,"hd",1.0662077943611
"Weibull(scale=1, shape=2)",0.88,5,"hd",1.00908162055147
"Student(df=3)",0.88,5,"hd",0.672333413625836
"Gumbel(loc=0, scale=1)",0.88,5,"hd",0.84721214278272
"Exp(rate=1)",0.88,5,"hd",0.771256870265098
"Cauchy(x0=0, gamma=1)",0.88,5,"hd",0.44847157361203
"Pareto(loc=1, shape=0.5)",0.88,5,"hd",0.431186992376162
"Pareto(loc=1, shape=2)",0.88,5,"hd",0.489910473760914
"LogNormal(mlog=0, sdlog=1)",0.88,5,"hd",0.584659003473483
"LogNormal(mlog=0, sdlog=2)",0.88,5,"hd",0.456038936461436
"LogNormal(mlog=0, sdlog=3)",0.88,5,"hd",0.464680901394331
"Weibull(shape=0.3)",0.88,5,"hd",0.445601066576312
"Weibull(shape=0.5)",0.88,5,"hd",0.551022464767569
"Frechet(shape=1)",0.88,5,"hd",0.43398786825774
"Frechet(shape=3)",0.88,5,"hd",0.574879104961654
"Uniform(a=0, b=1)",0.89,5,"hd",1.35384642268063
"Triangular(a=0, b=2, c=1)",0.89,5,"hd",1.19135544820277
"Triangular(a=0, b=2, c=0.2)",0.89,5,"hd",1.18825734817069
"Beta(a=2, b=4)",0.89,5,"hd",1.10541921318395
"Beta(a=2, b=10)",0.89,5,"hd",0.974236985089962
"Normal(m=0, sd=1)",0.89,5,"hd",1.05758153498633
"Weibull(scale=1, shape=2)",0.89,5,"hd",1.01804438653368
"Student(df=3)",0.89,5,"hd",0.698129938547627
"Gumbel(loc=0, scale=1)",0.89,5,"hd",0.882461013543556
"Exp(rate=1)",0.89,5,"hd",0.800815636949695
"Cauchy(x0=0, gamma=1)",0.89,5,"hd",0.476247202824868
"Pareto(loc=1, shape=0.5)",0.89,5,"hd",0.471285398810395
"Pareto(loc=1, shape=2)",0.89,5,"hd",0.520348004105296
"LogNormal(mlog=0, sdlog=1)",0.89,5,"hd",0.606815230903773
"LogNormal(mlog=0, sdlog=2)",0.89,5,"hd",0.482291190186151
"LogNormal(mlog=0, sdlog=3)",0.89,5,"hd",0.481350494627034
"Weibull(shape=0.3)",0.89,5,"hd",0.482419891468948
"Weibull(shape=0.5)",0.89,5,"hd",0.572574105793921
"Frechet(shape=1)",0.89,5,"hd",0.486048914660802
"Frechet(shape=3)",0.89,5,"hd",0.573200773442934
"Uniform(a=0, b=1)",0.9,5,"hd",1.31313203445329
"Triangular(a=0, b=2, c=1)",0.9,5,"hd",1.17201451640009
"Triangular(a=0, b=2, c=0.2)",0.9,5,"hd",1.18289595260226
"Beta(a=2, b=4)",0.9,5,"hd",1.10719516530813
"Beta(a=2, b=10)",0.9,5,"hd",0.99190434873071
"Normal(m=0, sd=1)",0.9,5,"hd",1.07446595050446
"Weibull(scale=1, shape=2)",0.9,5,"hd",1.02473707490935
"Student(df=3)",0.9,5,"hd",0.734537660492362
"Gumbel(loc=0, scale=1)",0.9,5,"hd",0.908751608033549
"Exp(rate=1)",0.9,5,"hd",0.836318666000776
"Cauchy(x0=0, gamma=1)",0.9,5,"hd",0.512963255953754
"Pareto(loc=1, shape=0.5)",0.9,5,"hd",0.511850185414965
"Pareto(loc=1, shape=2)",0.9,5,"hd",0.555717765952789
"LogNormal(mlog=0, sdlog=1)",0.9,5,"hd",0.652087232635301
"LogNormal(mlog=0, sdlog=2)",0.9,5,"hd",0.539755551685462
"LogNormal(mlog=0, sdlog=3)",0.9,5,"hd",0.51464859430556
"Weibull(shape=0.3)",0.9,5,"hd",0.527302597285458
"Weibull(shape=0.5)",0.9,5,"hd",0.619441056061017
"Frechet(shape=1)",0.9,5,"hd",0.518038311915693
"Frechet(shape=3)",0.9,5,"hd",0.61595714296681
"Uniform(a=0, b=1)",0.91,5,"hd",1.30344740751514
"Triangular(a=0, b=2, c=1)",0.91,5,"hd",1.1694976941889
"Triangular(a=0, b=2, c=0.2)",0.91,5,"hd",1.16301815639873
"Beta(a=2, b=4)",0.91,5,"hd",1.11561149687497
"Beta(a=2, b=10)",0.91,5,"hd",1.00489704199017
"Normal(m=0, sd=1)",0.91,5,"hd",1.05784515009304
"Weibull(scale=1, shape=2)",0.91,5,"hd",1.02975118329458
"Student(df=3)",0.91,5,"hd",0.78398889951227
"Gumbel(loc=0, scale=1)",0.91,5,"hd",0.940353565891345
"Exp(rate=1)",0.91,5,"hd",0.898308725003264
"Cauchy(x0=0, gamma=1)",0.91,5,"hd",0.552968567494563
"Pareto(loc=1, shape=0.5)",0.91,5,"hd",0.553093198019278
"Pareto(loc=1, shape=2)",0.91,5,"hd",0.610143469781719
"LogNormal(mlog=0, sdlog=1)",0.91,5,"hd",0.687172417145808
"LogNormal(mlog=0, sdlog=2)",0.91,5,"hd",0.55571678785523
"LogNormal(mlog=0, sdlog=3)",0.91,5,"hd",0.55818888002649
"Weibull(shape=0.3)",0.91,5,"hd",0.571121568948089
"Weibull(shape=0.5)",0.91,5,"hd",0.65712751957423
"Frechet(shape=1)",0.91,5,"hd",0.604151064389052
"Frechet(shape=3)",0.91,5,"hd",0.681405145115835
"Uniform(a=0, b=1)",0.92,5,"hd",1.24682719989301
"Triangular(a=0, b=2, c=1)",0.92,5,"hd",1.15356039042292
"Triangular(a=0, b=2, c=0.2)",0.92,5,"hd",1.1434934642399
"Beta(a=2, b=4)",0.92,5,"hd",1.11035595807062
"Beta(a=2, b=10)",0.92,5,"hd",1.02062760608145
"Normal(m=0, sd=1)",0.92,5,"hd",1.0845127525287
"Weibull(scale=1, shape=2)",0.92,5,"hd",1.02796424487012
"Student(df=3)",0.92,5,"hd",0.777835435984991
"Gumbel(loc=0, scale=1)",0.92,5,"hd",0.964804446512799
"Exp(rate=1)",0.92,5,"hd",0.922686437480845
"Cauchy(x0=0, gamma=1)",0.92,5,"hd",0.640130454210086
"Pareto(loc=1, shape=0.5)",0.92,5,"hd",0.595329774218855
"Pareto(loc=1, shape=2)",0.92,5,"hd",0.62223281566521
"LogNormal(mlog=0, sdlog=1)",0.92,5,"hd",0.716518779499524
"LogNormal(mlog=0, sdlog=2)",0.92,5,"hd",0.594570381448794
"LogNormal(mlog=0, sdlog=3)",0.92,5,"hd",0.598050583976165
"Weibull(shape=0.3)",0.92,5,"hd",0.615694084489291
"Weibull(shape=0.5)",0.92,5,"hd",0.685757366409458
